model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
BMW 650ci,4.8,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,15,23,18,4,no
BMW 650ci Convertible,4.8,8.0,Man-6,2WD,Gasoline,FA,small car,7,14,21,16,3,no
BMW 650ci Convertible,4.8,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,15,23,18,4,no
BMW 650ci Convertible,4.8,8.0,Man-6,2WD,Gasoline,CA,small car,7,14,21,16,3,no
BMW 650ci Convertible,4.8,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,15,23,18,4,no
BMW 750Li,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,large car,7,14,20,16,3,no
BMW 750Li,4.4,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,14,21,17,3,no
BMW 750Li,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,large car,6,14,20,16,3,no
BMW 750Li,4.4,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,14,21,17,3,no
BMW 750i,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,large car,7,14,20,16,3,no
BMW 750i,4.4,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,15,22,17,3,no
BMW 750i,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,large car,6,14,20,16,3,no
BMW 750i,4.4,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,15,22,17,3,no
BMW 760Li,6.0,12.0,SemiAuto-8,2WD,Gasoline,CA,large car,7,13,19,15,2,no
BMW 760Li,6.0,12.0,SemiAuto-8,2WD,Gasoline,FA,large car,6,13,19,15,2,no
BMW ActiveHybrid X6,4.4,8.0,SemiAuto-7,4WD,Gasoline,CA,SUV,7,17,19,18,4,no
BMW ActiveHybrid X6,4.4,8.0,SemiAuto-7,4WD,Gasoline,FA,SUV,6,17,19,18,4,no
BMW M3,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,14,20,16,3,no
BMW M3,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6,14,20,16,3,no
BMW M3,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,14,20,16,3,no
BMW M3,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6,14,20,16,3,no
BMW M3 Convertible,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6,13,20,16,3,no
BMW M3 Convertible,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,14,20,16,3,no
BMW M3 Convertible,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6,13,20,16,3,no
BMW M3 Convertible,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,14,20,16,3,no
BMW M3 Coupe,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,14,20,16,3,no
BMW M3 Coupe,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6,14,20,16,3,no
BMW M3 Coupe,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,14,20,16,3,no
BMW M3 Coupe,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6,14,20,16,3,no
BMW M5,5.0,10.0,Man-6,2WD,Gasoline,FA,midsize car,6,11,17,13,0,no
BMW M5,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,6,11,17,13,0,no
BMW M5,5.0,10.0,Man-6,2WD,Gasoline,CA,midsize car,6,11,17,13,0,no
BMW M5,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,6,11,17,13,0,no
BMW M6,5.0,10.0,Man-6,2WD,Gasoline,FA,small car,6,11,17,13,0,no
BMW M6,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,11,17,13,0,no
BMW M6,5.0,10.0,Man-6,2WD,Gasoline,CA,small car,6,11,17,13,0,no
BMW M6,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,11,17,13,0,no
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,FA,small car,6,11,17,13,0,no
BMW M6 Convertible,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,11,17,13,0,no
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,CA,small car,6,11,17,13,0,no
BMW M6 Convertible,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,11,17,13,0,no
BMW X3,3.0,6.0,Man-6,4WD,Gasoline,CA,SUV,7,17,24,19,4,no
BMW X3,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,17,24,20,5,no
BMW X3,3.0,6.0,Man-6,4WD,Gasoline,FA,SUV,6,17,24,19,4,no
BMW X3,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,17,24,20,5,no
BMW X5,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,15,21,18,4,no
BMW X5,4.8,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,14,19,16,3,no
BMW X5,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,21,18,4,no
BMW X5,3.0,6.0,SemiAuto-6,4WD,Diesel,FA,SUV,6,19,26,22,5,no
BMW X5,3.0,6.0,SemiAuto-6,4WD,Diesel,CA,SUV,6,19,26,22,5,no
BMW X5,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
BMW X5,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6,12,17,14,1,no
BMW X5,4.8,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,14,19,16,3,no
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,13,18,15,2,no
BMW X6,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,21,17,3,no
BMW X6,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6,15,21,17,3,no
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,13,18,15,2,no
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6,12,17,14,1,no
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,18,28,22,6,yes
BMW Z4,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,18,28,22,6,yes
BMW Z4,3.0,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,17,24,20,5,no
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,25,20,5,no
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,28,22,6,no
BMW Z4,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,18,28,22,6,no
BMW Z4,3.0,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,6,17,24,20,5,no
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,6,18,25,20,5,no
BUGATTI Veyron,8.0,16.0,SemiAuto-7,4WD,Gasoline,FA,small car,6,8,14,10,0,no
BUGATTI Veyron,8.0,16.0,SemiAuto-7,4WD,Gasoline,CA,small car,6,8,14,10,0,no
BUICK Allure,2.4,4.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,19,30,23,6,yes
BUICK Allure,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,16,25,19,4,no
BUICK Allure,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,17,26,20,5,no
BUICK Allure,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,17,27,21,5,no
BUICK Allure,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,17,27,21,5,no
BUICK Enclave,3.6,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,17,24,19,4,no
BUICK Enclave,3.6,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,16,22,18,4,no
BUICK Enclave,3.6,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,17,24,19,4,no
BUICK Enclave,3.6,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
BUICK Lacrosse,2.4,4.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,19,30,23,6,yes
BUICK Lacrosse,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,16,25,19,4,no
BUICK Lacrosse,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,17,26,20,5,no
BUICK Lacrosse,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,17,27,21,5,no
BUICK Lacrosse,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,17,27,21,5,no
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,CA,large car,9.5,17,26,20,5,no
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,13/17,20/26,15/20,5/5,no
BUICK Lucerne,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,7,15,22,18,4,no
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,FA,large car,6,17,26,20,5,no
CADILLAC CTS,3.0,6.0,Man-6,2WD,Gasoline,FC,midsize car,7,16,26,19,4,no
CADILLAC CTS,3.0,6.0,SemiAuto-6,4WD,Gasoline,FC,midsize car,7,18,26,21,5,no
CADILLAC CTS,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7,18,27,22,6,yes
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,FA,midsize car,6,16,25,19,4,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6,18,27,21,5,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,18,27,21,5,no
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,CA,midsize car,6,16,25,19,4,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,6,18,27,21,5,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,18,27,21,5,no
CADILLAC CTS,6.2,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,12,18,14,1,no
CADILLAC CTS,6.2,8.0,Man-6,2WD,Gasoline,FA,midsize car,6,14,19,16,3,no
CADILLAC CTS,6.2,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,12,18,14,1,no
CADILLAC CTS,6.2,8.0,Man-6,2WD,Gasoline,CA,midsize car,6,14,19,16,3,no
CADILLAC CTS Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,FC,station wagon,7,18,26,21,5,no
CADILLAC CTS Wagon,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,station wagon,7,18,27,22,6,yes
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,6,18,26,21,5,no
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,4WD,Gasoline,FA,station wagon,6,18,26,21,5,no
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,6,18,26,21,5,no
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,4WD,Gasoline,CA,station wagon,6,18,26,21,5,no
CADILLAC DTS,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,7,15,22,18,4,no
CADILLAC DTS,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,7,15,23,18,4,no
CADILLAC Escalade,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,10/14,16/20,12/16,3/3,no
CADILLAC Escalade,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FA,SUV,6/6,10/13,15/20,12/15,3/2,no
CADILLAC Escalade ESV,6.2,8.0,Auto-6,2WD,Gasoline,FA,SUV,6,14,20,16,3,no
CADILLAC Escalade Hybrid,6.0,8.0,CVT,2WD,Gasoline,FA,SUV,6,21,22,22,6,no
CADILLAC Limousine,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,7,12,18,14,1,no
CADILLAC SRX,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,SUV,7,18,25,21,5,no
CADILLAC SRX,3.0,6.0,SemiAuto-6,4WD,Gasoline,FC,SUV,7,17,23,19,4,no
CADILLAC SRX,2.8,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,22,18,4,no
CADILLAC SRX,2.8,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6,15,22,18,4,no
CADILLAC STS,3.6,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6,18,27,21,5,no
CADILLAC STS,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,18,27,21,5,no
CADILLAC STS,3.6,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,6,18,27,21,5,no
CADILLAC STS,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,18,27,21,5,no
CADILLAC STS,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6,15,22,17,3,no
CADILLAC STS,4.6,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,15,24,18,4,no
CADILLAC STS,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,6,15,22,17,3,no
CADILLAC STS,4.6,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,15,24,18,4,no
CHEVROLET Avalanche 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Avalanche 1500,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,9/12,14/19,11/14,2/1,no
CHEVROLET Aveo,1.6,4.0,Auto-4,2WD,Gasoline,FC,small car,7,25,34,28,8,yes
CHEVROLET Aveo,1.6,4.0,Man-5,2WD,Gasoline,FC,small car,7,27,35,30,8,yes
CHEVROLET Aveo 5,1.6,4.0,Auto-4,2WD,Gasoline,FC,small car,7,25,34,28,8,yes
CHEVROLET Aveo 5,1.6,4.0,Man-5,2WD,Gasoline,FC,small car,7,27,35,30,8,yes
CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,CA,small car,7,17,29,21,5,no
CHEVROLET Camaro,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,18,29,22,6,yes
CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,FC,small car,7,16,24,19,4,no
CHEVROLET Camaro,6.2,8.0,SemiAuto-6,2WD,Gasoline,FC,small car,7,16,25,19,4,no
CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,FA,small car,6,17,29,21,5,no
CHEVROLET Camaro,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,18,29,22,6,no
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,CA,small car,9.5,24,33,27,7,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,25,35,29,8,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,FA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,FA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,CA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt SS Coupe,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,6,22,30,25,7,yes
CHEVROLET Cobalt SS Coupe,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,6,22,30,25,7,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,CA,small car,9.5,24,33,27,7,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,25,35,29,8,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,FA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,FA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,CA,small car,6,24,33,27,7,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,6,25,35,29,8,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,25,37,30,8,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,37,30,8,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,37,30,8,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,6,25,37,30,8,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,25,37,30,8,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,37,30,8,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,37,30,8,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,CA,small car,6,25,37,30,8,yes
CHEVROLET Colorado,2.9,4.0,Auto-4,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
CHEVROLET Colorado,2.9,4.0,Auto-4,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
CHEVROLET Colorado,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
CHEVROLET Colorado,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
CHEVROLET Colorado,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7,17,23,20,5,no
CHEVROLET Colorado,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7,18,24,20,5,no
CHEVROLET Colorado,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,20,17,3,no
CHEVROLET Colorado,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,17,23,19,4,no
CHEVROLET Colorado,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,17,23,19,4,no
CHEVROLET Colorado,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7,16,21,18,4,no
CHEVROLET Colorado,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7,17,23,19,4,no
CHEVROLET Colorado,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,20,17,3,no
CHEVROLET Colorado,5.3,8.0,Auto-4,4WD,Gasoline,FC,pickup,7,14,19,16,3,no
CHEVROLET Corvette,6.2,8.0,SemiAuto-6,2WD,Gasoline,FC,small car,7,15,25,18,4,no
CHEVROLET Corvette,6.2,8.0,Man-6,2WD,Gasoline,FC,small car,7,16,26,19,4,no
CHEVROLET Corvette,6.2,8.0,Man-6,2WD,Gasoline,FA,small car,6,14,20,16,3,no
CHEVROLET Corvette,6.2,8.0,Man-6,2WD,Gasoline,CA,small car,6,14,20,16,3,no
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,FA,small car,6,15,24,18,4,no
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,CA,small car,6,15,24,18,4,no
CHEVROLET Equinox,2.4,4.0,Auto-6,2WD,Gasoline,FC,SUV,7,22,32,26,7,yes
CHEVROLET Equinox,2.4,4.0,Auto-6,4WD,Gasoline,FC,SUV,7,20,29,23,6,yes
CHEVROLET Equinox,3.0,6.0,Auto-6,2WD,Gasoline,FC,SUV,7,17,25,20,5,no
CHEVROLET Equinox,3.0,6.0,Auto-6,4WD,Gasoline,FC,SUV,7,17,24,20,5,no
CHEVROLET Express 1500,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
CHEVROLET Express 1500,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/18,11/15,2/2,no
CHEVROLET Express 1500,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,9/13,12/17,10/14,1/1,no
CHEVROLET Express 1500,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
CHEVROLET Express 1500,4.3,6.0,Auto-4,2WD,Gasoline,FA,van,6,15,20,17,3,no
CHEVROLET Express 1500,4.3,6.0,Auto-4,2WD,Gasoline,CA,van,6,15,20,17,3,no
CHEVROLET Express 1500 Conv,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,9/13,12/17,10/14,1/1,no
CHEVROLET Express 1500 Conv,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
CHEVROLET Express 2500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
CHEVROLET Express 2500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
CHEVROLET Express 3500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
CHEVROLET Express 3500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
CHEVROLET HHR,2.2,4.0,Auto-4,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,22/30,18/25,7/7,yes
CHEVROLET HHR,2.2,4.0,Man-5,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,23/32,19/26,7/7,yes
CHEVROLET HHR,2.4,4.0,Auto-4,2WD,Ethanol/Gas,FC,SUV,7/7,15/22,21/30,17/25,7/7,yes
CHEVROLET HHR,2.4,4.0,Man-5,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,22/30,19/25,7/7,yes
CHEVROLET HHR,2.0,4.0,Auto-4,2WD,Gasoline,FA,SUV,6,19,29,23,6,no
CHEVROLET HHR,2.0,4.0,Man-5,2WD,Gasoline,FA,SUV,6,21,29,24,7,yes
CHEVROLET HHR,2.0,4.0,Auto-4,2WD,Gasoline,CA,SUV,6,19,29,23,6,no
CHEVROLET HHR,2.0,4.0,Man-5,2WD,Gasoline,CA,SUV,6,21,29,24,7,yes
CHEVROLET HHR Panel,2.2,4.0,Auto-4,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,22/30,18/25,7/7,yes
CHEVROLET HHR Panel,2.2,4.0,Man-5,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,23/32,19/26,7/7,yes
CHEVROLET HHR Panel,2.4,4.0,Auto-4,2WD,Ethanol/Gas,FC,SUV,7/7,15/22,21/30,17/25,7/7,yes
CHEVROLET HHR Panel,2.4,4.0,Man-5,2WD,Ethanol/Gas,FC,SUV,7/7,16/22,22/30,19/25,7/7,yes
CHEVROLET Impala,3.5,6.0,Auto-4,2WD,Gasoline,CA,large car,9.5,18,29,22,6,yes
CHEVROLET Impala,3.5,6.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,14/18,22/29,17/22,7/6,yes
CHEVROLET Impala,3.9,6.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,13/17,20/27,15/21,5/5,no
CHEVROLET Impala,3.5,6.0,Auto-4,2WD,Gasoline,FA,large car,6,18,29,22,6,no
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,CA,midsize car,9.5,22,30,25,7,yes
CHEVROLET Malibu,3.5,6.0,Auto-4,2WD,Gasoline,CA,midsize car,9.5,18,29,22,6,yes
CHEVROLET Malibu,2.4,4.0,SemiAuto-6,2WD,Ethanol/Gas,FC,midsize car,7/7,15/22,23/33,18/26,7/7,yes
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Ethanol/Gas,FC,midsize car,7/7,16/22,23/30,18/25,7/7,yes
CHEVROLET Malibu,3.5,6.0,Auto-4,2WD,Ethanol/Gas,FC,midsize car,7/7,14/19,22/29,17/23,7/6,yes
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,FA,midsize car,6,22,30,25,7,yes
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,FA,midsize car,6,22,30,25,7,yes
CHEVROLET Malibu,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,22,33,26,7,yes
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,CA,midsize car,6,22,30,25,7,yes
CHEVROLET Malibu,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,22,33,26,7,yes
CHEVROLET Malibu,3.5,6.0,Auto-4,2WD,Gasoline,FA,midsize car,6,18,29,22,6,no
CHEVROLET Malibu,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,17,26,20,5,no
CHEVROLET Malibu,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,17,26,20,5,no
CHEVROLET Malibu Hybrid,2.4,4.0,Auto-4,2WD,Gasoline,FA,midsize car,6,26,34,29,8,yes
CHEVROLET Malibu Hybrid,2.4,4.0,Auto-4,2WD,Gasoline,CA,midsize car,6,26,34,29,8,yes
CHEVROLET Silverado 15,4.8,8.0,Auto-4,2WD,Ethanol/Gas,FC,pickup,7/7,10/14,14/19,12/16,3/3,no
CHEVROLET Silverado 15,4.8,8.0,Auto-4,2WD,Ethanol/Gas,FA,pickup,6/6,10/14,14/19,12/16,3/3,no
CHEVROLET Silverado 15,4.8,8.0,Auto-4,4WD,Ethanol/Gas,FA,pickup,6/6,10/13,13/18,11/15,2/2,no
CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Silverado 15,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,10/13,14/19,11/15,2/2,no
CHEVROLET Silverado 15,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,9/12,13/19,11/14,2/1,no
CHEVROLET Silverado 15,4.3,6.0,Auto-4,2WD,Gasoline,FA,pickup,6,15,20,17,3,no
CHEVROLET Silverado 15,4.3,6.0,Auto-4,4WD,Gasoline,FA,pickup,6,14,18,15,2,no
CHEVROLET Silverado 15,4.3,6.0,Auto-4,2WD,Gasoline,CA,pickup,6,15,20,17,3,no
CHEVROLET Silverado 15,4.3,6.0,Auto-4,4WD,Gasoline,CA,pickup,6,14,18,15,2,no
CHEVROLET Silverado 15 Hybrid,6.0,8.0,CVT,2WD,Gasoline,FA,pickup,6,21,22,22,6,no
CHEVROLET Silverado 15 Hybrid,6.0,8.0,CVT,4WD,Gasoline,FA,pickup,6,21,22,21,5,no
CHEVROLET Silverado 15 XFE,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FC,pickup,7/7,11/15,16/22,13/18,4/4,no
