model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,CA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,CA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,CA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,CA,special purpose,2,,,,,no
FORD F350,6.8,10.0,Auto-5,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,6.8,10.0,Man-6,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,6.8,10.0,Auto-5,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,6.8,10.0,Man-6,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,6.8,10.0,Auto-5,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,6.8,10.0,Man-6,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,6.8,10.0,Auto-5,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,6.8,10.0,Man-6,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,FA,special purpose,1,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,FA,special purpose,1,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,FA,special purpose,1,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,FA,special purpose,1,,,,,no
FORD F350,6.8,10.0,Auto-5,2WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,6.8,10.0,Man-6,2WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,6.8,10.0,Auto-5,4WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,6.8,10.0,Man-6,4WD,Gasoline,FA,pickup,1,,,,,no
FORD F350,6.8,10.0,Auto-5,2WD,Gasoline,CA,pickup,1,,,,,no
FORD F350,6.8,10.0,Man-6,2WD,Gasoline,CA,pickup,1,,,,,no
FORD F350,6.8,10.0,Auto-5,4WD,Gasoline,CA,pickup,1,,,,,no
FORD F350,6.8,10.0,Man-6,4WD,Gasoline,CA,pickup,1,,,,,no
FORD Flex,3.5,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,17,24,20,5,no
FORD Flex,3.5,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,16,22,18,4,no
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,16,22,18,4,no
FORD Flex,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,17,24,20,5,no
FORD Flex,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,CA,small car,9.5,24,34,28,8,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,24,35,28,8,yes
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,FA,small car,8,24,34,28,8,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,8,24,35,28,8,yes
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,FC,small car,7,24,34,28,8,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,FC,small car,7,24,35,28,8,yes
FORD Fusion,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,22,29,24,7,yes
FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7,22,31,25,7,yes
FORD Fusion,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,7,17,24,19,4,no
FORD Fusion,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,18,27,21,5,no
FORD Fusion,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,22,29,24,7,yes
FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6,22,31,25,7,yes
FORD Fusion,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6,17,24,19,4,no
FORD Fusion,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,18,27,21,5,no
FORD Fusion FFV,3.0,6.0,SemiAuto-6,4WD,Ethanol/Gas,FC,midsize car,7/7,13/18,18/25,15/21,5/5,no
FORD Fusion FFV,3.0,6.0,SemiAuto-6,2WD,Ethanol/Gas,FC,midsize car,7/7,13/19,20/27,16/22,6/6,yes
FORD Fusion Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,9.5,41,36,39,10,yes
FORD Fusion Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,midsize car,8,41,36,39,10,yes
FORD Fusion S,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,22,31,25,7,yes
FORD Fusion S,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7,23,34,27,7,yes
FORD Fusion S,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,22,31,25,7,yes
FORD Fusion S,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6,23,34,27,7,yes
FORD Mustang,4.0,6.0,Auto-5,2WD,Gasoline,CA,small car,7,16,24,19,4,no
FORD Mustang,4.0,6.0,Man-5,2WD,Gasoline,CA,small car,7,18,26,21,5,no
FORD Mustang,4.0,6.0,Auto-5,2WD,Gasoline,FA,small car,6,16,24,19,4,no
FORD Mustang,4.0,6.0,Man-5,2WD,Gasoline,FA,small car,6,18,26,21,5,no
FORD Mustang,4.6,8.0,Man-5,2WD,Gasoline,FA,small car,6,16,24,19,4,no
FORD Mustang,4.6,8.0,Auto-5,2WD,Gasoline,FA,small car,6,17,23,19,4,no
FORD Mustang,4.6,8.0,Man-5,2WD,Gasoline,CA,small car,6,16,24,19,4,no
FORD Mustang,4.6,8.0,Auto-5,2WD,Gasoline,CA,small car,6,17,23,19,4,no
FORD Mustang,5.4,8.0,Man-6,2WD,Gasoline,FA,small car,6,14,22,17,3,no
FORD Mustang,5.4,8.0,Man-6,2WD,Gasoline,CA,small car,6,14,22,17,3,no
FORD Ranger,2.3,4.0,Auto-5,2WD,Gasoline,CA,pickup,7,19,24,21,5,no
FORD Ranger,2.3,4.0,Man-5,2WD,Gasoline,CA,pickup,7,22,27,24,7,yes
FORD Ranger,2.3,4.0,Auto-5,2WD,Gasoline,FA,pickup,6,19,24,21,5,no
FORD Ranger,2.3,4.0,Man-5,2WD,Gasoline,FA,pickup,6,22,27,24,7,yes
FORD Ranger,4.0,6.0,Man-5,2WD,Gasoline,FA,pickup,6,15,21,17,3,no
FORD Ranger,4.0,6.0,Auto-5,2WD,Gasoline,FA,pickup,6,16,21,18,4,no
FORD Ranger,4.0,6.0,Auto-5,4WD,Gasoline,FA,pickup,6,14,18,15,2,no
FORD Ranger,4.0,6.0,Man-5,4WD,Gasoline,FA,pickup,6,15,19,17,3,no
FORD Ranger,4.0,6.0,Man-5,2WD,Gasoline,CA,pickup,6,15,21,17,3,no
FORD Ranger,4.0,6.0,Auto-5,2WD,Gasoline,CA,pickup,6,16,21,18,4,no
FORD Ranger,4.0,6.0,Auto-5,4WD,Gasoline,CA,pickup,6,14,18,15,2,no
FORD Ranger,4.0,6.0,Man-5,4WD,Gasoline,CA,pickup,6,15,19,17,3,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,7,17,25,20,5,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,7,17,25,20,5,no
FORD Taurus,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,18,27,21,5,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,6,17,25,20,5,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,6,17,25,20,5,no
FORD Taurus,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,18,27,21,5,no
FORD Transit Connect,2.0,4.0,Auto-4,2WD,Gasoline,FC,special purpose,7,22,25,23,6,yes
FREIGHTLINER 2500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
FREIGHTLINER 2500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
FREIGHTLINER 2500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
FREIGHTLINER 2500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,special purpose,2,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,2,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,special purpose,1,,,,,no
FREIGHTLINER 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,1,,,,,no
GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,17,24,19,4,no
GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,16,23,19,4,no
GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,17,24,19,4,no
GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,16,23,19,4,no
GMC Canyon,2.9,4.0,Auto-4,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
GMC Canyon,2.9,4.0,Auto-4,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7,18,25,21,5,no
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7,17,23,20,5,no
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7,18,24,20,5,no
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,20,17,3,no
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,17,23,19,4,no
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7,17,23,19,4,no
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7,16,21,18,4,no
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7,17,23,19,4,no
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,20,17,3,no
GMC Canyon,5.3,8.0,Auto-4,4WD,Gasoline,FC,pickup,7,14,19,16,3,no
GMC Savana 1500,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,9/13,12/17,10/14,1/1,no
GMC Savana 1500,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
GMC Savana 1500,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
GMC Savana 1500,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/18,11/15,2/2,no
GMC Savana 1500,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FA,van,6/6,9/13,12/17,10/14,1/1,no
GMC Savana 1500,5.3,8.0,Auto-4,2WD,Ethanol/Gas,FA,van,6/6,10/13,13/17,11/14,2/1,no
GMC Savana 1500,4.3,6.0,Auto-4,2WD,Gasoline,FA,van,6,15,20,17,3,no
GMC Savana 1500,4.3,6.0,Auto-4,2WD,Gasoline,CA,van,6,15,20,17,3,no
GMC Savana 2500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
GMC Savana 2500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
GMC Savana 3500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
GMC Savana 3500,6.0,8.0,Auto-6,2WD,Ethanol/Gas,FC,van,6/6,,,,,no
GMC Sierra 15,4.8,8.0,Auto-4,2WD,Ethanol/Gas,FC,pickup,7/7,10/14,14/19,12/16,3/3,no
GMC Sierra 15,4.8,8.0,Auto-4,2WD,Ethanol/Gas,FA,pickup,6/6,10/14,14/19,12/16,3/3,no
GMC Sierra 15,4.8,8.0,Auto-4,4WD,Ethanol/Gas,FA,pickup,6/6,10/13,13/18,11/15,2/2,no
GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/21,13/17,4/3,no
GMC Sierra 15,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/21,13/17,4/3,no
GMC Sierra 15,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,10/13,14/19,11/15,2/2,no
GMC Sierra 15,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,9/12,13/19,11/14,2/1,no
GMC Sierra 15,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,9/12,13/19,11/14,2/1,no
GMC Sierra 15,4.3,6.0,Auto-4,2WD,Gasoline,FA,pickup,6,15,20,17,3,no
GMC Sierra 15,4.3,6.0,Auto-4,4WD,Gasoline,FA,pickup,6,14,18,15,2,no
GMC Sierra 15,4.3,6.0,Auto-4,2WD,Gasoline,CA,pickup,6,15,20,17,3,no
GMC Sierra 15,4.3,6.0,Auto-4,4WD,Gasoline,CA,pickup,6,14,18,15,2,no
GMC Sierra 15 Hybrid,6.0,8.0,CVT,2WD,Gasoline,FA,pickup,6,21,22,22,6,no
GMC Sierra 15 Hybrid,6.0,8.0,CVT,4WD,Gasoline,FA,pickup,6,21,22,21,5,no
GMC Sierra 15 XFE,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FC,pickup,7/7,11/15,16/22,13/18,4/4,no
GMC Sierra 15 XFE,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/22,13/18,4/4,no
GMC Sierra 25,6.0,8.0,Auto-6,2WD,Gasoline,FA,pickup,2,,,,,no
GMC Sierra 25,6.0,8.0,Auto-6,4WD,Gasoline,FA,pickup,2,,,,,no
GMC Sierra 25,6.0,8.0,Auto-6,2WD,Gasoline,CA,pickup,2,,,,,no
GMC Sierra 25,6.0,8.0,Auto-6,4WD,Gasoline,CA,pickup,2,,,,,no
GMC Sierra 35,6.0,8.0,Auto-6,2WD,Gasoline,FA,pickup,2,,,,,no
GMC Sierra 35,6.0,8.0,Auto-6,4WD,Gasoline,FA,pickup,2,,,,,no
GMC Sierra 35,6.0,8.0,Auto-6,2WD,Gasoline,CA,pickup,2,,,,,no
GMC Sierra 35,6.0,8.0,Auto-6,4WD,Gasoline,CA,pickup,2,,,,,no
GMC Terrain,2.4,4.0,Auto-6,2WD,Gasoline,FC,SUV,7,22,32,26,7,yes
GMC Terrain,2.4,4.0,Auto-6,4WD,Gasoline,FC,SUV,7,20,29,23,6,yes
GMC Terrain,3.0,6.0,Auto-6,2WD,Gasoline,FC,SUV,7,17,25,20,5,no
GMC Terrain,3.0,6.0,Auto-6,4WD,Gasoline,FC,SUV,7,17,24,20,5,no
GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
GMC Yukon 1500,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,10/14,16/20,12/16,3/3,no
GMC Yukon 1500 Hybrid,6.0,8.0,CVT,2WD,Gasoline,FA,SUV,6,21,22,22,6,no
GMC Yukon 1500 Hybrid,6.0,8.0,CVT,4WD,Gasoline,FA,SUV,6,21,22,21,5,no
GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
GMC Yukon 1500 XL,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,9/12,14/19,11/14,2/1,no
GMC Yukon 1500 XL,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,10/14,16/20,12/16,3/3,no
GMC Yukon 2500 XL,6.0,8.0,Auto-6,2WD,Gasoline,FC,SUV,6,,,,,no
GMC Yukon Denali 1500,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FA,SUV,6/6,10/13,15/20,12/15,3/2,no
GMC Yukon XL 2500,6.0,8.0,Auto-6,4WD,Gasoline,FC,SUV,6,,,,,no
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,9.5,21,31,25,7,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,FA,small car,9,21,31,25,7,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,7,21,31,25,7,yes
HONDA Accord Coupe,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,7,22,31,25,7,yes
HONDA Accord Coupe,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,7,17,25,20,5,no
HONDA Accord Coupe,3.5,6.0,Auto-5,2WD,Gasoline,CA,small car,7,19,28,22,6,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,FA,small car,6,21,31,25,7,yes
HONDA Accord Coupe,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6,22,31,25,7,yes
HONDA Accord Coupe,3.5,6.0,Man-6,2WD,Gasoline,FA,small car,6,17,25,20,5,no
HONDA Accord Coupe,3.5,6.0,Auto-5,2WD,Gasoline,FA,small car,6,19,28,22,6,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,2WD,Gasoline,CA,SUV,7,18,27,21,5,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,4WD,Gasoline,CA,SUV,7,17,25,20,5,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,18,27,21,5,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,17,25,20,5,no
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,9.5,21,31,25,7,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,FA,large car,9,21,31,25,7,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,7,21,31,25,7,yes
HONDA Accord Sedan,2.4,4.0,Man-5,2WD,Gasoline,CA,large car,7,22,31,25,7,yes
HONDA Accord Sedan,3.5,6.0,Auto-5,2WD,Gasoline,CA,large car,7,19,29,23,6,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,FA,large car,6,21,31,25,7,yes
HONDA Accord Sedan,2.4,4.0,Man-5,2WD,Gasoline,FA,large car,6,22,31,25,7,yes
HONDA Accord Sedan,3.5,6.0,Auto-5,2WD,Gasoline,FA,large car,6,19,29,23,6,no
HONDA CR-V,2.4,4.0,Auto-5,2WD,Gasoline,CA,SUV,7,21,28,24,7,yes
HONDA CR-V,2.4,4.0,Auto-5,4WD,Gasoline,CA,SUV,7,21,27,23,6,yes
HONDA CR-V,2.4,4.0,Auto-5,2WD,Gasoline,FA,SUV,6,21,28,24,7,yes
HONDA CR-V,2.4,4.0,Auto-5,4WD,Gasoline,FA,SUV,6,21,27,23,6,no
HONDA Civic,1.8,4.0,Auto-5,2WD,CNG,CA,small car,9.5,24,36,28,9,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,CNG,FA,small car,9,24,36,28,9,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,Gasoline,CA,small car,7,25,36,29,8,yes
HONDA Civic,1.8,4.0,Man-5,2WD,Gasoline,CA,small car,7,26,34,29,8,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,Gasoline,FA,small car,6,25,36,29,8,yes
HONDA Civic,1.8,4.0,Man-5,2WD,Gasoline,FA,small car,6,26,34,29,8,yes
HONDA Civic,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6,21,29,24,7,yes
HONDA Civic,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,6,21,29,24,7,yes
HONDA Civic Hybrid,1.3,4.0,CVT,2WD,Gasoline,CA,small car,9.5,40,45,42,10,yes
HONDA Civic Hybrid,1.3,4.0,CVT,2WD,Gasoline,FA,small car,9,40,45,42,10,yes
HONDA Element,2.4,4.0,Man-5,2WD,Gasoline,FA,SUV,6,18,23,20,5,no
HONDA Element,2.4,4.0,Auto-5,2WD,Gasoline,FA,SUV,6,20,25,22,6,no
HONDA Element,2.4,4.0,Man-5,4WD,Gasoline,FA,SUV,6,18,23,20,5,no
HONDA Element,2.4,4.0,Auto-5,4WD,Gasoline,FA,SUV,6,19,24,21,5,no
HONDA Element,2.4,4.0,Man-5,2WD,Gasoline,CA,SUV,6,18,23,20,5,no
HONDA Element,2.4,4.0,Auto-5,2WD,Gasoline,CA,SUV,6,20,25,22,6,no
HONDA Element,2.4,4.0,Man-5,4WD,Gasoline,CA,SUV,6,18,23,20,5,no
HONDA Element,2.4,4.0,Auto-5,4WD,Gasoline,CA,SUV,6,19,24,21,5,no
HONDA FCX,,,Other-1,2WD,Hydrogen,FA,midsize car,10,60,60,60,10,yes
HONDA FCX,,,Other-1,2WD,Hydrogen,CA,midsize car,10,60,60,60,10,yes
HONDA Fit,1.5,4.0,Man-5,2WD,Gasoline,CA,station wagon,7,27,33,29,8,yes
HONDA Fit,1.5,4.0,SemiAuto-5,2WD,Gasoline,CA,station wagon,7,27,33,30,8,yes
HONDA Fit,1.5,4.0,Auto-5,2WD,Gasoline,CA,station wagon,7,28,35,31,8,yes
HONDA Fit,1.5,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,27,33,29,8,yes
HONDA Fit,1.5,4.0,SemiAuto-5,2WD,Gasoline,FA,station wagon,6,27,33,30,8,yes
HONDA Fit,1.5,4.0,Auto-5,2WD,Gasoline,FA,station wagon,6,28,35,31,8,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,CA,small car,9.5,40,43,41,10,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,CA,small car,9.5,40,43,41,10,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,FA,small car,9,40,43,41,10,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,FA,small car,9,40,43,41,10,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,FC,small car,8,40,43,41,10,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,FC,small car,8,40,43,41,10,yes
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,CA,minivan,7,16,23,18,4,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,CA,minivan,7,17,25,20,5,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,FA,minivan,6,16,23,18,4,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,FA,minivan,6,17,25,20,5,no
HONDA Pilot,3.5,6.0,Auto-5,2WD,Gasoline,CA,SUV,7,17,23,19,4,no
HONDA Pilot,3.5,6.0,Auto-5,4WD,Gasoline,CA,SUV,7,16,22,18,4,no
HONDA Pilot,3.5,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,17,23,19,4,no
HONDA Pilot,3.5,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
HONDA Ridgeline,3.5,6.0,Auto-5,4WD,Gasoline,CA,pickup,7,15,20,17,3,no
HONDA Ridgeline,3.5,6.0,Auto-5,4WD,Gasoline,FA,pickup,6,15,20,17,3,no
HUMMER H2,6.2,8.0,Auto-6,4WD,Ethanol/Gas,FC,SUV,6/6,,,,,no
HUMMER H3,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FC,SUV,7/7,9/13,12/16,10/14,1/1,no
HUMMER H3,3.7,5.0,Man-5,4WD,Gasoline,FA,SUV,6,14,18,15,2,no
HUMMER H3,3.7,5.0,Auto-4,4WD,Gasoline,FA,SUV,6,14,18,16,3,no
HUMMER H3,3.7,5.0,Man-5,4WD,Gasoline,CA,SUV,6,14,18,15,2,no
HUMMER H3T,5.3,8.0,Auto-4,4WD,Ethanol/Gas,FC,pickup,7/7,9/13,12/16,10/14,1/1,no
HUMMER H3T,3.7,5.0,Man-5,4WD,Gasoline,FA,pickup,6,14,18,15,2,no
HUMMER H3T,3.7,5.0,Auto-4,4WD,Gasoline,FA,pickup,6,14,18,16,3,no
HUMMER H3T,3.7,5.0,Man-5,4WD,Gasoline,CA,pickup,6,14,18,15,2,no
HYUNDAI Accent,1.6,4.0,Auto-4,2WD,Gasoline,CA,small car,7,27,36,30,8,yes
HYUNDAI Accent,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,7,28,34,30,8,yes
HYUNDAI Accent,1.6,4.0,Auto-4,2WD,Gasoline,FA,small car,6,27,36,30,8,yes
HYUNDAI Accent,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,6,28,34,30,8,yes
HYUNDAI Accent Blue,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,7,27,36,31,8,yes
HYUNDAI Accent Blue,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,6,27,36,31,8,yes
HYUNDAI Azera,3.3,6.0,Auto-5,2WD,Gasoline,CA,large car,7,18,26,21,5,no
HYUNDAI Azera,3.8,6.0,Auto-5,2WD,Gasoline,CA,large car,7,17,26,20,5,no
HYUNDAI Azera,3.3,6.0,Auto-5,2WD,Gasoline,FA,large car,6,18,26,21,5,no
HYUNDAI Azera,3.8,6.0,Auto-5,2WD,Gasoline,FA,large car,6,17,26,20,5,no
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,CA,midsize car,9.5,26,34,29,8,yes
HYUNDAI Elantra,2.0,4.0,Man-5,2WD,Gasoline,CA,midsize car,7,25,34,29,8,yes
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,CA,midsize car,7,26,34,29,8,yes
HYUNDAI Elantra,2.0,4.0,Man-5,2WD,Gasoline,FA,midsize car,6,25,34,29,8,yes
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,FA,midsize car,6,26,34,29,8,yes
HYUNDAI Elantra Blue,2.0,4.0,Man-5,2WD,Gasoline,CA,midsize car,7,26,35,29,8,yes
HYUNDAI Elantra Blue,2.0,4.0,Man-5,2WD,Gasoline,FA,midsize car,6,26,35,29,8,yes
HYUNDAI Elantra Touring,2.0,4.0,Auto-4,2WD,Gasoline,CA,station wagon,7,23,30,26,7,yes
HYUNDAI Elantra Touring,2.0,4.0,Man-5,2WD,Gasoline,CA,station wagon,7,23,31,26,7,yes
