model_2010,displ_2010,cyl_2010,trans_2010,drive_2010,fuel_2010,cert_region_2010,veh_class_2010,air_pollution_score_2010,city_mpg_2010,hwy_mpg_2010,cmb_mpg_2010,greenhouse_gas_score_2010,smartway_2010,displ_level_2010,cyl_level_2010,air_pollution_score_level_2010,city_mpg_level_2010,hwy_mpg_level_2010,cmb_mpg_level_2010,greenhouse_gas_score_level_2010,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,20,30,23,4,No,medium,medium,medium,mod_high,mod_high,mod_high,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,28,22,4,No,medium,medium,medium,medium,mod_high,medium,medium
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
