model_2010,displ_2010,cyl_2010,trans_2010,drive_2010,fuel_2010,cert_region_2010,veh_class_2010,air_pollution_score_2010,city_mpg_2010,hwy_mpg_2010,cmb_mpg_2010,greenhouse_gas_score_2010,smartway_2010,displ_level_2010,cyl_level_2010,air_pollution_score_level_2010,city_mpg_level_2010,hwy_mpg_level_2010,cmb_mpg_level_2010,greenhouse_gas_score_level_2010,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Gas,CA,small car,4.0,18,26,21,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,6,24,35,28,6,No,medium,medium,mod_high,mod_high,high,high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.0,17,24,20,5.0,no,medium,mod_high,high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,FA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol,CA,small car,6.0,13,19,15,5.0,no,medium,mod_high,mod_high,low,low,low,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gas,CA,small car,4.0,18,25,20,5.0,no,medium,mod_high,low,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,midsize car,9.0,18,26,21,5.0,no,mod_high,mod_high,high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,midsize car,9.0,18,26,21,5.0,no,mod_high,mod_high,high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,small car,9.0,17,26,20,5.0,no,mod_high,mod_high,high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,small car,9.0,17,26,20,5.0,no,mod_high,mod_high,high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,midsize car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,midsize car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,midsize car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,midsize car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,small car,7.0,17,26,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,small car,7.0,17,26,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7.0,17,26,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7.0,17,26,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high,MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,midsize car,7.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium,MERCEDES-BENZ E350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,midsize car,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,midsize car,7.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium,MERCEDES-BENZ E350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,midsize car,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,midsize car,6.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium,MERCEDES-BENZ E350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,midsize car,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,midsize car,6.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium,MERCEDES-BENZ E350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,midsize car,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7.0,11,15,13,0.0,no,high,mod_high,mod_high,low,low,low,low,MERCEDES-BENZ G550,4.0,8.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7.0,11,15,13,0.0,no,high,mod_high,mod_high,low,low,low,low,MERCEDES-BENZ G550,4.0,8.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6.0,11,15,13,0.0,no,high,mod_high,mod_high,low,low,low,low,MERCEDES-BENZ G550,4.0,8.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6.0,11,15,13,0.0,no,high,mod_high,mod_high,low,low,low,low,MERCEDES-BENZ G550,4.0,8.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,7.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,17,25,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,7.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,3,17,25,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,17,25,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,3,17,25,20,4,No,high,high,medium,medium,medium,medium,medium
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high,MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,CA,small SUV,5,25,30,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,FA,small SUV,5,25,30,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,4WD,Gasoline,CA,small SUV,5,24,29,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,4WD,Gasoline,FA,small SUV,5,24,29,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,20,27,22,4,No,mod_high,mod_high,mod_high,mod_high,mod_high,medium,medium
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,5,20,27,22,4,No,mod_high,mod_high,mod_high,mod_high,mod_high,medium,medium
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,19,25,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,CA,small SUV,5,25,30,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,19,25,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,FA,small SUV,5,25,30,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
