model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
GMC Terrain,2.4,4.0,Auto-6,2WD,Gasoline,SUV,7.0,22,32,26,7.0,yes
GMC Terrain,2.4,4.0,Auto-6,4WD,Gasoline,SUV,7.0,20,29,23,6.0,yes
GMC Terrain,3.0,6.0,Auto-6,2WD,Gasoline,SUV,7.0,17,25,20,5.0,no
GMC Terrain,3.0,6.0,Auto-6,4WD,Gasoline,SUV,7.0,17,24,20,5.0,no
GMC Yukon 1500 Hybrid,6.0,8.0,CVT,2WD,Gasoline,SUV,6.0,21,22,22,6.0,no
GMC Yukon 1500 Hybrid,6.0,8.0,CVT,4WD,Gasoline,SUV,6.0,21,22,21,5.0,no
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,small car,9.0,21,31,25,7.0,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,small car,9.0,21,31,25,7.0,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,small car,7.0,21,31,25,7.0,yes
HONDA Accord Coupe,2.4,4.0,Man-5,2WD,Gasoline,small car,7.0,22,31,25,7.0,yes
HONDA Accord Coupe,3.5,6.0,Man-6,2WD,Gasoline,small car,7.0,17,25,20,5.0,no
HONDA Accord Coupe,3.5,6.0,Auto-5,2WD,Gasoline,small car,7.0,19,28,22,6.0,yes
HONDA Accord Coupe,2.4,4.0,Auto-5,2WD,Gasoline,small car,6.0,21,31,25,7.0,yes
HONDA Accord Coupe,2.4,4.0,Man-5,2WD,Gasoline,small car,6.0,22,31,25,7.0,yes
HONDA Accord Coupe,3.5,6.0,Man-6,2WD,Gasoline,small car,6.0,17,25,20,5.0,no
HONDA Accord Coupe,3.5,6.0,Auto-5,2WD,Gasoline,small car,6.0,19,28,22,6.0,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,2WD,Gasoline,SUV,7.0,18,27,21,5.0,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,4WD,Gasoline,SUV,7.0,17,25,20,5.0,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,2WD,Gasoline,SUV,6.0,18,27,21,5.0,no
HONDA Accord Crosstour,3.5,6.0,Auto-5,4WD,Gasoline,SUV,6.0,17,25,20,5.0,no
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,large car,9.0,21,31,25,7.0,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,large car,9.0,21,31,25,7.0,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,large car,7.0,21,31,25,7.0,yes
HONDA Accord Sedan,2.4,4.0,Man-5,2WD,Gasoline,large car,7.0,22,31,25,7.0,yes
HONDA Accord Sedan,3.5,6.0,Auto-5,2WD,Gasoline,large car,7.0,19,29,23,6.0,yes
HONDA Accord Sedan,2.4,4.0,Auto-5,2WD,Gasoline,large car,6.0,21,31,25,7.0,yes
HONDA Accord Sedan,2.4,4.0,Man-5,2WD,Gasoline,large car,6.0,22,31,25,7.0,yes
HONDA Accord Sedan,3.5,6.0,Auto-5,2WD,Gasoline,large car,6.0,19,29,23,6.0,no
HONDA CR-V,2.4,4.0,Auto-5,2WD,Gasoline,SUV,7.0,21,28,24,7.0,yes
HONDA CR-V,2.4,4.0,Auto-5,4WD,Gasoline,SUV,7.0,21,27,23,6.0,yes
HONDA CR-V,2.4,4.0,Auto-5,2WD,Gasoline,SUV,6.0,21,28,24,7.0,yes
HONDA CR-V,2.4,4.0,Auto-5,4WD,Gasoline,SUV,6.0,21,27,23,6.0,no
HONDA Civic,1.8,4.0,Auto-5,2WD,CNG,small car,9.0,24,36,28,9.0,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,CNG,small car,9.0,24,36,28,9.0,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,Gasoline,small car,7.0,25,36,29,8.0,yes
HONDA Civic,1.8,4.0,Man-5,2WD,Gasoline,small car,7.0,26,34,29,8.0,yes
HONDA Civic,1.8,4.0,Auto-5,2WD,Gasoline,small car,6.0,25,36,29,8.0,yes
HONDA Civic,1.8,4.0,Man-5,2WD,Gasoline,small car,6.0,26,34,29,8.0,yes
HONDA Civic,2.0,4.0,Man-6,2WD,Gasoline,small car,6.0,21,29,24,7.0,yes
HONDA Civic Hybrid,1.3,4.0,CVT,2WD,Gasoline,small car,9.0,40,45,42,10.0,yes
HONDA Civic Hybrid,1.3,4.0,CVT,2WD,Gasoline,small car,9.0,40,45,42,10.0,yes
HONDA Element,2.4,4.0,Man-5,2WD,Gasoline,SUV,6.0,18,23,20,5.0,no
HONDA Element,2.4,4.0,Auto-5,2WD,Gasoline,SUV,6.0,20,25,22,6.0,no
HONDA Element,2.4,4.0,Man-5,4WD,Gasoline,SUV,6.0,18,23,20,5.0,no
HONDA Element,2.4,4.0,Auto-5,4WD,Gasoline,SUV,6.0,19,24,21,5.0,no
HONDA Fit,1.5,4.0,Man-5,2WD,Gasoline,station wagon,7.0,27,33,29,8.0,yes
HONDA Fit,1.5,4.0,SemiAuto-5,2WD,Gasoline,station wagon,7.0,27,33,30,8.0,yes
HONDA Fit,1.5,4.0,Auto-5,2WD,Gasoline,station wagon,7.0,28,35,31,8.0,yes
HONDA Fit,1.5,4.0,Man-5,2WD,Gasoline,station wagon,6.0,27,33,29,8.0,yes
HONDA Fit,1.5,4.0,SemiAuto-5,2WD,Gasoline,station wagon,6.0,27,33,30,8.0,yes
HONDA Fit,1.5,4.0,Auto-5,2WD,Gasoline,station wagon,6.0,28,35,31,8.0,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,small car,9.0,40,43,41,10.0,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,small car,9.0,40,43,41,10.0,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,small car,9.0,40,43,41,10.0,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,small car,9.0,40,43,41,10.0,yes
HONDA Insight,1.3,4.0,CVT,2WD,Gasoline,small car,8.0,40,43,41,10.0,yes
HONDA Insight,1.3,4.0,Other-1,2WD,Gasoline,small car,8.0,40,43,41,10.0,yes
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,minivan,7.0,16,23,18,4.0,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,minivan,7.0,17,25,20,5.0,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,minivan,6.0,16,23,18,4.0,no
HONDA Odyssey,3.5,6.0,Auto-5,2WD,Gasoline,minivan,6.0,17,25,20,5.0,no
HONDA Pilot,3.5,6.0,Auto-5,2WD,Gasoline,SUV,7.0,17,23,19,4.0,no
HONDA Pilot,3.5,6.0,Auto-5,4WD,Gasoline,SUV,7.0,16,22,18,4.0,no
HONDA Pilot,3.5,6.0,Auto-5,2WD,Gasoline,SUV,6.0,17,23,19,4.0,no
HONDA Pilot,3.5,6.0,Auto-5,4WD,Gasoline,SUV,6.0,16,22,18,4.0,no
HONDA Ridgeline,3.5,6.0,Auto-5,4WD,Gasoline,pickup,7.0,15,20,17,3.0,no
HONDA Ridgeline,3.5,6.0,Auto-5,4WD,Gasoline,pickup,6.0,15,20,17,3.0,no
HUMMER H3,3.7,5.0,Man-5,4WD,Gasoline,SUV,6.0,14,18,15,2.0,no
HUMMER H3,3.7,5.0,Auto-4,4WD,Gasoline,SUV,6.0,14,18,16,3.0,no
HUMMER H3T,3.7,5.0,Man-5,4WD,Gasoline,pickup,6.0,14,18,15,2.0,no
HUMMER H3T,3.7,5.0,Auto-4,4WD,Gasoline,pickup,6.0,14,18,16,3.0,no
HYUNDAI Accent,1.6,4.0,Auto-4,2WD,Gasoline,small car,7.0,27,36,30,8.0,yes
HYUNDAI Accent,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,28,34,30,8.0,yes
HYUNDAI Accent,1.6,4.0,Auto-4,2WD,Gasoline,small car,6.0,27,36,30,8.0,yes
HYUNDAI Accent,1.6,4.0,Man-5,2WD,Gasoline,small car,6.0,28,34,30,8.0,yes
HYUNDAI Accent Blue,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,27,36,31,8.0,yes
HYUNDAI Accent Blue,1.6,4.0,Man-5,2WD,Gasoline,small car,6.0,27,36,31,8.0,yes
HYUNDAI Azera,3.3,6.0,Auto-5,2WD,Gasoline,large car,7.0,18,26,21,5.0,no
HYUNDAI Azera,3.8,6.0,Auto-5,2WD,Gasoline,large car,7.0,17,26,20,5.0,no
HYUNDAI Azera,3.3,6.0,Auto-5,2WD,Gasoline,large car,6.0,18,26,21,5.0,no
HYUNDAI Azera,3.8,6.0,Auto-5,2WD,Gasoline,large car,6.0,17,26,20,5.0,no
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,midsize car,9.0,26,34,29,8.0,yes
HYUNDAI Elantra,2.0,4.0,Man-5,2WD,Gasoline,midsize car,7.0,25,34,29,8.0,yes
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,midsize car,7.0,26,34,29,8.0,yes
HYUNDAI Elantra,2.0,4.0,Man-5,2WD,Gasoline,midsize car,6.0,25,34,29,8.0,yes
HYUNDAI Elantra,2.0,4.0,Auto-4,2WD,Gasoline,midsize car,6.0,26,34,29,8.0,yes
HYUNDAI Elantra Blue,2.0,4.0,Man-5,2WD,Gasoline,midsize car,7.0,26,35,29,8.0,yes
HYUNDAI Elantra Blue,2.0,4.0,Man-5,2WD,Gasoline,midsize car,6.0,26,35,29,8.0,yes
HYUNDAI Elantra Touring,2.0,4.0,Auto-4,2WD,Gasoline,station wagon,7.0,23,30,26,7.0,yes
HYUNDAI Elantra Touring,2.0,4.0,Man-5,2WD,Gasoline,station wagon,7.0,23,31,26,7.0,yes
HYUNDAI Elantra Touring,2.0,4.0,Auto-4,2WD,Gasoline,station wagon,6.0,23,30,26,7.0,yes
HYUNDAI Elantra Touring,2.0,4.0,Man-5,2WD,Gasoline,station wagon,6.0,23,31,26,7.0,yes
HYUNDAI Entourage,3.8,6.0,Auto-5,2WD,Gasoline,minivan,7.0,17,23,19,4.0,no
HYUNDAI Entourage,3.8,6.0,Auto-5,2WD,Gasoline,minivan,6.0,17,23,19,4.0,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,large car,7.0,18,27,21,5.0,no
HYUNDAI Genesis,3.8,6.0,Man-6,2WD,Gasoline,small car,7.0,17,26,20,5.0,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,small car,7.0,17,27,21,5.0,no
HYUNDAI Genesis,4.6,8.0,Auto-6,2WD,Gasoline,large car,7.0,17,25,19,4.0,no
HYUNDAI Genesis,2.0,4.0,Auto-5,2WD,Gasoline,small car,6.0,20,30,23,6.0,no
HYUNDAI Genesis,2.0,4.0,Man-6,2WD,Gasoline,small car,6.0,21,30,24,7.0,yes
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,large car,6.0,18,27,21,5.0,no
HYUNDAI Genesis,3.8,6.0,Man-6,2WD,Gasoline,small car,6.0,17,26,20,5.0,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,small car,6.0,17,27,21,5.0,no
HYUNDAI Genesis,4.6,8.0,Auto-6,2WD,Gasoline,large car,6.0,17,25,19,4.0,no
HYUNDAI Santa Fe,2.4,4.0,Man-6,2WD,Gasoline,SUV,7.0,19,26,22,6.0,yes
HYUNDAI Santa Fe,2.4,4.0,Auto-6,2WD,Gasoline,SUV,7.0,20,28,23,6.0,yes
HYUNDAI Santa Fe,2.4,4.0,Auto-6,4WD,Gasoline,SUV,7.0,21,27,23,6.0,yes
HYUNDAI Santa Fe,3.5,6.0,Auto-6,2WD,Gasoline,SUV,7.0,20,26,23,6.0,yes
HYUNDAI Santa Fe,3.5,6.0,Auto-6,4WD,Gasoline,SUV,7.0,20,26,22,6.0,yes
HYUNDAI Santa Fe,2.4,4.0,Man-6,2WD,Gasoline,SUV,6.0,19,26,22,6.0,no
HYUNDAI Santa Fe,2.4,4.0,Auto-6,2WD,Gasoline,SUV,6.0,20,28,23,6.0,no
HYUNDAI Santa Fe,2.4,4.0,Auto-6,4WD,Gasoline,SUV,6.0,21,27,23,6.0,no
HYUNDAI Santa Fe,3.5,6.0,Auto-6,2WD,Gasoline,SUV,6.0,20,26,23,6.0,no
HYUNDAI Santa Fe,3.5,6.0,Auto-6,4WD,Gasoline,SUV,6.0,20,26,22,6.0,no
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,large car,9.0,22,32,25,7.0,yes
HYUNDAI Sonata,2.4,4.0,Man-5,2WD,Gasoline,large car,7.0,21,32,25,7.0,yes
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,large car,7.0,22,32,25,7.0,yes
HYUNDAI Sonata,3.3,6.0,Auto-5,2WD,Gasoline,large car,7.0,19,29,22,6.0,yes
HYUNDAI Sonata,2.4,4.0,Man-5,2WD,Gasoline,large car,6.0,21,32,25,7.0,yes
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,large car,6.0,22,32,25,7.0,yes
HYUNDAI Sonata,3.3,6.0,Auto-5,2WD,Gasoline,large car,6.0,19,29,22,6.0,no
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,SUV,9.0,23,31,26,7.0,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,SUV,9.0,21,28,24,7.0,yes
HYUNDAI Tucson,2.4,4.0,Man-6,2WD,Gasoline,SUV,7.0,22,30,25,7.0,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,SUV,7.0,23,31,26,7.0,yes
HYUNDAI Tucson,2.4,4.0,Man-6,4WD,Gasoline,SUV,7.0,21,28,24,7.0,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,SUV,7.0,21,28,24,7.0,yes
HYUNDAI Tucson,2.4,4.0,Man-6,2WD,Gasoline,SUV,6.0,22,30,25,7.0,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,SUV,6.0,23,31,26,7.0,yes
HYUNDAI Tucson,2.4,4.0,Man-6,4WD,Gasoline,SUV,6.0,21,28,24,7.0,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,SUV,6.0,21,28,24,7.0,yes
HYUNDAI Veracruz,3.8,6.0,Auto-6,2WD,Gasoline,SUV,6.0,17,23,19,4.0,no
HYUNDAI Veracruz,3.8,6.0,Auto-6,4WD,Gasoline,SUV,6.0,16,22,18,4.0,no
INFINITI EX35,3.5,6.0,SemiAuto-5,4WD,Gasoline,station wagon,7.0,16,23,19,4.0,no
INFINITI EX35,3.5,6.0,SemiAuto-5,2WD,Gasoline,station wagon,7.0,17,24,19,4.0,no
INFINITI EX35,3.5,6.0,SemiAuto-5,4WD,Gasoline,station wagon,6.0,16,23,19,4.0,no
INFINITI EX35,3.5,6.0,SemiAuto-5,2WD,Gasoline,station wagon,6.0,17,24,19,4.0,no
INFINITI FX35,3.5,6.0,SemiAuto-7,2WD,Gasoline,SUV,6.0,16,23,19,4.0,no
INFINITI FX35,3.5,6.0,SemiAuto-7,4WD,Gasoline,SUV,6.0,16,21,18,4.0,no
INFINITI FX5O,5.0,8.0,SemiAuto-7,4WD,Gasoline,SUV,6.0,14,20,16,3.0,no
INFINITI G37,3.7,6.0,Man-6,2WD,Gasoline,midsize car,7.0,17,25,20,5.0,no
INFINITI G37,3.7,6.0,SemiAuto-7,2WD,Gasoline,midsize car,7.0,19,27,22,6.0,yes
INFINITI G37,3.7,6.0,Man-6,2WD,Gasoline,midsize car,6.0,17,25,20,5.0,no
INFINITI G37,3.7,6.0,SemiAuto-7,2WD,Gasoline,midsize car,6.0,19,27,22,6.0,no
INFINITI G37 Convertible,3.7,6.0,Man-6,2WD,Gasoline,small car,7.0,16,24,19,4.0,no
INFINITI G37 Convertible,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,7.0,17,25,20,5.0,no
INFINITI G37 Convertible,3.7,6.0,Man-6,2WD,Gasoline,small car,6.0,16,24,19,4.0,no
INFINITI G37 Convertible,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,6.0,17,25,20,5.0,no
INFINITI G37 Coupe,3.7,6.0,Man-6,2WD,Gasoline,small car,7.0,17,25,20,5.0,no
INFINITI G37 Coupe,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,7.0,19,27,22,6.0,yes
INFINITI G37 Coupe,3.7,6.0,Man-6,2WD,Gasoline,small car,6.0,17,25,20,5.0,no
INFINITI G37 Coupe,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,6.0,19,27,22,6.0,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,midsize car,7.0,18,25,20,5.0,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,small car,7.0,18,25,20,5.0,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,midsize car,6.0,18,25,20,5.0,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,small car,6.0,18,25,20,5.0,no
INFINITI M35,3.5,6.0,SemiAuto-7,2WD,Gasoline,large car,6.0,17,25,19,4.0,no
INFINITI M35x,3.5,6.0,SemiAuto-5,4WD,Gasoline,large car,6.0,16,22,18,4.0,no
INFINITI M45,4.5,8.0,SemiAuto-5,2WD,Gasoline,large car,6.0,16,21,18,4.0,no
INFINITI M45x,4.5,8.0,SemiAuto-5,4WD,Gasoline,large car,6.0,14,20,16,3.0,no
INFINITI QX56,5.6,8.0,Auto-5,2WD,Gasoline,SUV,6.0,12,18,14,1.0,no
INFINITI QX56,5.6,8.0,Auto-5,4WD,Gasoline,SUV,6.0,12,17,14,1.0,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,7.0,15,21,17,3.0,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,7.0,15,22,18,4.0,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,6.0,15,21,17,3.0,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,6.0,15,22,18,4.0,no
JAGUAR XF,4.2,8.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,16,25,19,4.0,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,15,21,17,3.0,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,16,23,19,4.0,no
JAGUAR XF,4.2,8.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,16,25,19,4.0,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,15,21,17,3.0,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,16,23,19,4.0,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,7.0,15,21,17,3.0,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,7.0,16,23,19,4.0,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,6.0,15,21,17,3.0,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,large car,6.0,16,23,19,4.0,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,15,22,17,3.0,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,16,24,19,4.0,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,6.0,15,22,17,3.0,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,6.0,16,24,19,4.0,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,15,22,17,3.0,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,16,22,18,4.0,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,6.0,15,22,17,3.0,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,small car,6.0,16,22,18,4.0,no
JEEP Commander,3.7,6.0,Auto-5,2WD,Gasoline,SUV,6.0,15,20,16,3.0,no
JEEP Commander,3.7,6.0,Auto-5,4WD,Gasoline,SUV,6.0,14,19,16,3.0,no
JEEP Commander,5.7,8.0,Auto-5,2WD,Gasoline,SUV,6.0,14,20,16,3.0,no
JEEP Commander,5.7,8.0,Auto-5,4WD,Gasoline,SUV,6.0,13,19,15,2.0,no
JEEP Compass,2.0,4.0,CVT,2WD,Gasoline,SUV,7.0,23,27,25,7.0,yes
JEEP Compass,2.4,4.0,CVT,2WD,Gasoline,SUV,7.0,21,25,23,6.0,yes
JEEP Compass,2.4,4.0,Man-5,2WD,Gasoline,SUV,7.0,23,28,25,7.0,yes
JEEP Compass,2.4,4.0,CVT,4WD,Gasoline,SUV,7.0,21,24,22,6.0,yes
JEEP Compass,2.4,4.0,Man-5,4WD,Gasoline,SUV,7.0,23,28,25,7.0,yes
JEEP Compass,2.0,4.0,CVT,2WD,Gasoline,SUV,6.0,23,27,25,7.0,yes
JEEP Compass,2.0,4.0,Man-5,2WD,Gasoline,SUV,6.0,23,29,25,7.0,yes
JEEP Compass,2.4,4.0,CVT,2WD,Gasoline,SUV,6.0,21,25,23,6.0,no
JEEP Compass,2.4,4.0,Man-5,2WD,Gasoline,SUV,6.0,23,28,25,7.0,yes
JEEP Compass,2.4,4.0,CVT,4WD,Gasoline,SUV,6.0,21,24,22,6.0,no
JEEP Compass,2.4,4.0,Man-5,4WD,Gasoline,SUV,6.0,23,28,25,7.0,yes
JEEP Grand Cherokee,3.7,6.0,Auto-5,2WD,Gasoline,SUV,6.0,16,21,18,4.0,no
JEEP Grand Cherokee,3.7,6.0,Auto-5,4WD,Gasoline,SUV,6.0,15,20,17,3.0,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,2WD,Gasoline,SUV,6.0,14,20,16,3.0,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,4WD,Gasoline,SUV,6.0,13,19,15,2.0,no
JEEP Grand Cherokee SRT8,6.1,8.0,Auto-5,4WD,Gasoline,SUV,6.0,12,16,13,0.0,no
JEEP Liberty,3.7,6.0,Auto-4,2WD,Gasoline,SUV,7.0,16,22,18,4.0,no
JEEP Liberty,3.7,6.0,Auto-4,4WD,Gasoline,SUV,7.0,15,21,17,3.0,no
JEEP Patriot,2.0,4.0,CVT,2WD,Gasoline,SUV,7.0,23,27,25,7.0,yes
JEEP Patriot,2.4,4.0,CVT,2WD,Gasoline,SUV,7.0,21,25,23,6.0,yes
JEEP Patriot,2.4,4.0,Man-5,2WD,Gasoline,SUV,7.0,23,28,25,7.0,yes
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,SUV,7.0,20,22,21,5.0,no
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,SUV,7.0,21,24,22,6.0,yes
JEEP Patriot,2.4,4.0,Man-5,4WD,Gasoline,SUV,7.0,23,28,25,7.0,yes
JEEP Patriot,2.0,4.0,CVT,2WD,Gasoline,SUV,6.0,23,27,25,7.0,yes
JEEP Patriot,2.0,4.0,Man-5,2WD,Gasoline,SUV,6.0,23,29,25,7.0,yes
JEEP Patriot,2.4,4.0,CVT,2WD,Gasoline,SUV,6.0,21,25,23,6.0,no
JEEP Patriot,2.4,4.0,Man-5,2WD,Gasoline,SUV,6.0,23,28,25,7.0,yes
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,SUV,6.0,20,22,21,5.0,no
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,SUV,6.0,21,24,22,6.0,no
JEEP Patriot,2.4,4.0,Man-5,4WD,Gasoline,SUV,6.0,23,28,25,7.0,yes
JEEP Wrangler,3.8,6.0,Auto-4,2WD,Gasoline,SUV,7.0,15,20,17,3.0,no
JEEP Wrangler,3.8,6.0,Auto-4,4WD,Gasoline,SUV,7.0,15,19,17,3.0,no
JEEP Wrangler,3.8,6.0,Man-6,4WD,Gasoline,SUV,7.0,15,19,17,3.0,no
JEEP Wrangler,3.8,6.0,Auto-4,2WD,Gasoline,SUV,6.0,15,20,17,3.0,no
JEEP Wrangler,3.8,6.0,Auto-4,4WD,Gasoline,SUV,6.0,15,19,17,3.0,no
JEEP Wrangler,3.8,6.0,Man-6,4WD,Gasoline,SUV,6.0,15,19,17,3.0,no
KIA Borrego,3.8,6.0,Auto-5,2WD,Gasoline,SUV,6.0,17,21,18,4.0,no
KIA Borrego,3.8,6.0,Auto-5,4WD,Gasoline,SUV,6.0,16,21,18,4.0,no
KIA Borrego,4.6,8.0,Auto-6,2WD,Gasoline,SUV,6.0,15,22,18,4.0,no
KIA Borrego,4.6,8.0,Auto-6,4WD,Gasoline,SUV,6.0,15,20,17,3.0,no
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,small car,9.0,25,34,28,8.0,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,small car,9.0,27,36,30,8.0,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,small car,9.0,23,31,26,7.0,yes
KIA Forte,2.0,4.0,Man-5,2WD,Gasoline,small car,7.0,25,34,28,8.0,yes
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,small car,7.0,25,34,28,8.0,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,small car,7.0,27,36,30,8.0,yes
KIA Forte,2.4,4.0,Man-6,2WD,Gasoline,small car,7.0,22,32,26,7.0,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,small car,7.0,23,31,26,7.0,yes
KIA Forte,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,25,34,28,8.0,yes
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,small car,6.0,25,34,28,8.0,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,small car,6.0,27,36,30,8.0,yes
KIA Forte,2.4,4.0,Man-6,2WD,Gasoline,small car,6.0,22,32,26,7.0,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,small car,6.0,23,31,26,7.0,yes
KIA Optima,2.4,4.0,Auto-5,2WD,Gasoline,midsize car,7.0,22,32,25,7.0,yes
KIA Optima,2.4,4.0,Man-5,2WD,Gasoline,midsize car,7.0,22,32,25,7.0,yes
KIA Optima,2.7,6.0,Auto-5,2WD,Gasoline,midsize car,7.0,20,28,23,6.0,yes
KIA Optima,2.4,4.0,Auto-5,2WD,Gasoline,midsize car,6.0,22,32,25,7.0,yes
KIA Optima,2.4,4.0,Man-5,2WD,Gasoline,midsize car,6.0,22,32,25,7.0,yes
KIA Optima,2.7,6.0,Auto-5,2WD,Gasoline,midsize car,6.0,20,28,23,6.0,no
KIA Rio,1.6,4.0,Auto-4,2WD,Gasoline,small car,7.0,27,36,30,8.0,yes
KIA Rio,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,28,34,31,8.0,yes
KIA Rio,1.6,4.0,Auto-4,2WD,Gasoline,small car,6.0,27,36,30,8.0,yes
KIA Rio,1.6,4.0,Man-5,2WD,Gasoline,small car,6.0,28,34,31,8.0,yes
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,station wagon,9.0,20,27,22,6.0,yes
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,station wagon,7.0,20,27,22,6.0,yes
