model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
TOYOTA Camry Hybrid,2.4,4.0,CVT,2WD,Gasoline,FA,midsize car,8.0,33,34,34,9.0,yes,medium,medium,high,high,high,high,high
TOYOTA Corolla,1.8,4.0,Auto-4,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,1.8,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,26,35,30,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
TOYOTA Corolla,2.4,4.0,SemiAuto-5,2WD,Gasoline,CA,small car,7.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
TOYOTA Corolla,1.8,4.0,Auto-4,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,1.8,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,26,35,30,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
TOYOTA Corolla,2.4,4.0,SemiAuto-5,2WD,Gasoline,FA,small car,6.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
TOYOTA FJ Cruiser,4.0,6.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,17,22,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA FJ Cruiser,4.0,6.0,Man-6,4WD,Gasoline,FA,SUV,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
TOYOTA FJ Cruiser,4.0,6.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,17,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA FJ Cruiser,4.0,6.0,Auto-5,2WD,Gasoline,CA,SUV,6.0,17,22,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA FJ Cruiser,4.0,6.0,Man-6,4WD,Gasoline,CA,SUV,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
TOYOTA FJ Cruiser,4.0,6.0,Auto-5,4WD,Gasoline,CA,SUV,6.0,17,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Highlander,2.7,4.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,20,27,22,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-5,2WD,Gasoline,CA,SUV,7.0,18,24,20,5.0,no,mod_high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-5,4WD,Gasoline,CA,SUV,7.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Highlander,2.7,4.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,20,27,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-5,2WD,Gasoline,FA,SUV,6.0,18,24,20,5.0,no,mod_high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-5,4WD,Gasoline,FA,SUV,6.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Highlander Hybrid,3.3,6.0,CVT,4WD,Gasoline,CA,SUV,9.0,27,25,26,7.0,yes,mod_high,mod_high,high,high,mod_high,high,mod_high
TOYOTA Highlander Hybrid,3.3,6.0,CVT,4WD,Gasoline,FA,SUV,8.0,27,25,26,7.0,yes,mod_high,mod_high,high,high,mod_high,high,mod_high
TOYOTA Land Cruiser,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Land Cruiser,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Matrix,1.8,4.0,Auto-4,2WD,Gasoline,CA,station wagon,7.0,25,31,28,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Matrix,1.8,4.0,Man-5,2WD,Gasoline,CA,station wagon,7.0,26,32,28,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Matrix,2.4,4.0,Auto-4,4WD,Gasoline,CA,station wagon,7.0,20,26,22,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Matrix,2.4,4.0,Man-5,2WD,Gasoline,CA,station wagon,7.0,21,28,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Matrix,2.4,4.0,SemiAuto-5,2WD,Gasoline,CA,station wagon,7.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Matrix,1.8,4.0,Auto-4,2WD,Gasoline,FA,station wagon,6.0,25,31,28,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Matrix,1.8,4.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,26,32,28,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Matrix,2.4,4.0,Auto-4,4WD,Gasoline,FA,station wagon,6.0,20,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Matrix,2.4,4.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,21,28,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Matrix,2.4,4.0,SemiAuto-5,2WD,Gasoline,FA,station wagon,6.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Prius,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,9.0,51,48,50,10.0,yes,low,medium,high,high,high,high,high
TOYOTA Prius,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,8.0,51,48,50,10.0,yes,low,medium,high,high,high,high,high
TOYOTA RAV4,2.5,4.0,Auto-4,2WD,Gasoline,CA,SUV,7.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA RAV4,2.5,4.0,Auto-4,4WD,Gasoline,CA,SUV,7.0,21,27,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA RAV4,3.5,6.0,Auto-5,2WD,Gasoline,CA,SUV,7.0,19,27,22,6.0,yes,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA RAV4,3.5,6.0,Auto-5,4WD,Gasoline,CA,SUV,7.0,19,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA RAV4,2.5,4.0,Auto-4,2WD,Gasoline,FA,SUV,6.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA RAV4,2.5,4.0,Auto-4,4WD,Gasoline,FA,SUV,6.0,21,27,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA RAV4,3.5,6.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,19,27,22,6.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA RAV4,3.5,6.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,19,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Scion tC,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,20,27,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Scion tC,2.4,4.0,Auto-4,2WD,Gasoline,CA,small car,7.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Scion tC,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,20,27,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Scion tC,2.4,4.0,Auto-4,2WD,Gasoline,FA,small car,6.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Scion xB,2.4,4.0,SemiAuto-4,2WD,Gasoline,CA,station wagon,7.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA Scion xB,2.4,4.0,Man-5,2WD,Gasoline,CA,station wagon,7.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA Scion xB,2.4,4.0,SemiAuto-4,2WD,Gasoline,FA,station wagon,6.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA Scion xB,2.4,4.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA Scion xD,1.8,4.0,Auto-4,2WD,Gasoline,CA,small car,7.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Scion xD,1.8,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Scion xD,1.8,4.0,Auto-4,2WD,Gasoline,FA,small car,6.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Scion xD,1.8,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Sequoia,4.6,8.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,14,19,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,4.6,8.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,14,19,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Sienna,3.5,6.0,Auto-5,2WD,Gasoline,CA,minivan,7.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Sienna,3.5,6.0,Auto-5,4WD,Gasoline,CA,minivan,7.0,16,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Sienna,3.5,6.0,Auto-5,2WD,Gasoline,FA,minivan,6.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Sienna,3.5,6.0,Auto-5,4WD,Gasoline,FA,minivan,6.0,16,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,2.7,4.0,Auto-4,2WD,Gasoline,FA,pickup,6.0,19,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Tacoma,2.7,4.0,Man-5,2WD,Gasoline,FA,pickup,6.0,20,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Tacoma,2.7,4.0,Man-5,4WD,Gasoline,FA,pickup,6.0,17,22,19,4.0,no,medium,medium,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,2.7,4.0,Auto-4,2WD,Gasoline,CA,pickup,6.0,19,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Tacoma,2.7,4.0,Man-5,2WD,Gasoline,CA,pickup,6.0,20,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Tacoma,2.7,4.0,Man-5,4WD,Gasoline,CA,pickup,6.0,17,22,19,4.0,no,medium,medium,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,4.0,6.0,Man-6,2WD,Gasoline,FA,pickup,6.0,15,18,16,3.0,no,mod_high,mod_high,mod_high,medium,low,low,low
TOYOTA Tacoma,4.0,6.0,Auto-5,2WD,Gasoline,FA,pickup,6.0,17,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,4.0,6.0,Man-6,4WD,Gasoline,FA,pickup,6.0,14,18,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
TOYOTA Tacoma,4.0,6.0,Auto-5,4WD,Gasoline,FA,pickup,6.0,16,20,18,4.0,no,mod_high,mod_high,mod_high,medium,low,medium,medium
TOYOTA Tacoma,4.0,6.0,Man-6,2WD,Gasoline,CA,pickup,6.0,15,18,16,3.0,no,mod_high,mod_high,mod_high,medium,low,low,low
TOYOTA Tacoma,4.0,6.0,Auto-5,2WD,Gasoline,CA,pickup,6.0,17,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,4.0,6.0,Man-6,4WD,Gasoline,CA,pickup,6.0,14,18,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
TOYOTA Tacoma,4.0,6.0,Auto-5,4WD,Gasoline,CA,pickup,6.0,16,20,18,4.0,no,mod_high,mod_high,mod_high,medium,low,medium,medium
TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,CA,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,pickup,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,CA,pickup,7.0,14,18,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,pickup,7.0,13,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Tundra,4.0,6.0,SemiAuto-5,2WD,Gasoline,FA,pickup,6.0,15,19,16,3.0,no,mod_high,mod_high,mod_high,medium,low,low,low
TOYOTA Tundra,4.0,6.0,SemiAuto-5,2WD,Gasoline,CA,pickup,6.0,15,19,16,3.0,no,mod_high,mod_high,mod_high,medium,low,low,low
TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,FA,pickup,6.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,pickup,6.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,FA,pickup,6.0,14,18,16,3.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,pickup,6.0,13,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
TOYOTA Venza,2.7,4.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Venza,2.7,4.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,20,28,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Venza,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,19,26,22,6.0,yes,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Venza,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,18,25,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Venza,2.7,4.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,21,29,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
TOYOTA Venza,2.7,4.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,20,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Venza,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,19,26,22,6.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Venza,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,18,25,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,CA,small car,7.0,29,35,31,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,29,36,32,9.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,FA,small car,6.0,29,35,31,8.0,yes,low,medium,mod_high,high,high,high,high
TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,29,36,32,9.0,yes,low,medium,mod_high,high,high,high,high
VOLKSWAGEN CC,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,22,31,25,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN CC,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,22,31,25,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN CC,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN CC,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,22,31,25,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN CC,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN CC,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN CC,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,22,31,25,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN CC,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN CC 4Motion,3.6,6.0,SemiAuto-6,4WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
VOLKSWAGEN CC 4Motion,3.6,6.0,SemiAuto-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
VOLKSWAGEN Eos,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,9.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN Eos,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,22,29,25,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN Eos,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,8.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN Eos,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,22,29,25,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN Eos,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN Eos,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,22,29,25,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,9.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,24,32,27,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,8.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,24,32,27,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN GTI,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,Man-5,2WD,Gasoline,CA,small car,9.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,23,30,26,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,8.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,23,30,26,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,6.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Golf,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,23,30,26,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,9.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,24,32,27,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,Man-5,2WD,Gasoline,CA,small car,9.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,23,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,8.0,21,31,25,7.0,yes,low,medium,high,mod_high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,24,32,27,7.0,yes,low,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,8.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,23,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,21,31,25,7.0,yes,low,medium,mod_high,mod_high,high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,6.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,23,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,Man-5,2WD,Gasoline,CA,station wagon,9.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,9.0,23,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,Man-5,2WD,Gasoline,FA,station wagon,8.0,22,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,8.0,23,30,25,7.0,yes,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,22,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN Jetta SportWagen,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,6.0,23,30,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,Man-5,2WD,Gasoline,CA,small car,9.0,20,28,23,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,20,29,23,6.0,yes,medium,medium,high,mod_high,high,mod_high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,8.0,20,28,23,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,8.0,20,29,23,6.0,yes,medium,medium,high,mod_high,high,mod_high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,Man-5,2WD,Gasoline,FA,small car,6.0,20,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN New Beetle,2.5,5.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,20,29,23,6.0,no,medium,medium,mod_high,mod_high,high,mod_high,mod_high
VOLKSWAGEN New Beetle Convertible,2.5,5.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,20,28,23,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
